brand,family,reference,name,movement,produced,caseMaterial,caseGlass,caseBack,caseShape,caseDiameter,caseHeight,caseLugWidth,dialColor,dialMaterial,dialIndexes,dialHands,limited
audemars piguet,royal oak offshore,26420io.oo.a009ca.01,royal oak offshore 43 titanium / ceramic / grey,"audemars piguet caliber ap 4401hours, minutes | date | chronograph, column wheel, flyback",2021,,sapphire,open,other,43.00 mm,,,grey,,stick / dot,stick,no
audemars piguet,royal oak offshore,26423bc.zz.d002ca.01,royal oak offshore 43 white gold - diamond / diamond,"audemars piguet caliber ap 4401hours, minutes | date | chronograph, column wheel, flyback",2021,,sapphire,open,other,43.00 mm,14.40 mm,,diamonds,diamond,stick / dot,stick,no
audemars piguet,royal oak offshore,15600ce.oo.a002ca.01,royal oak offshore selfwinding music edition ceramic / black,"audemars piguet caliber ap 4309hours, minutes, seconds",2022,,sapphire,open,other,43.00 mm,14.40 mm,,black,,stick / dot,stick,"yes, 250 units"
audemars piguet,royal oak offshore,77600ti.oo.a343ca.01,royal oak offshore selfwinding music edition titanium / blue,"audemars piguet caliber ap 5909hours, minutes, seconds",2022,titanium,sapphire,open,other,37.00 mm,12.00 mm,,blue,,stick / dot,stick,"yes, 500 units"
audemars piguet,royal oak offshore,26210oi.oo.a109cr.01,royal oak offshore lebron james,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2013,,sapphire,open,other,44.00 mm,17.00 mm,,grey,,stick / dot,stick,"yes, 600 units"
audemars piguet,royal oak offshore,26568pm.oo.a021ca.01,royal oak offshore 26568 schumacher platinum,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2012,,sapphire,open,other,44.00 mm,17.00 mm,,multi-color,,stick / dot,stick,"yes, 100 units"
audemars piguet,royal oak offshore,26568im.oo.a004ca.01,royal oak offshore 26568 schumacher titanium,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2012,,sapphire,open,other,44.00 mm,14.25 mm,,grey,,stick / dot,stick,"yes, 1000 units"
audemars piguet,royal oak offshore,26209ti.oo.d101cr.01,royal oak offshore perpetual calendar titanium,"audemars piguet caliber ap 2326 / 2839hours, minutes, small seconds | date, day, leap year, month, perpetual calendar | chronograph | moonphase",2013,titanium,sapphire,closed,other,42.00 mm,15.90 mm,,black,,stick / dot,stick,"yes, 35 units"
audemars piguet,royal oak offshore,26215or.zz.1239or.01,royal oak offshore 26215 t3 pink gold / diamond / bracelet,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2015,pink gold,sapphire,closed,other,48.00 mm,15.85 mm,,paved,diamond,arabic numerals,stick,no
audemars piguet,royal oak offshore,26133st.oo.a101cr.01,royal oak offshore 26133 shaquille o'neal stainless steel,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2007,stainless steel,sapphire,closed,other,48.00 mm,,,black,,arabic numerals,stick,"yes, 960 units"
audemars piguet,royal oak offshore,26290po.oo.a001ve.01,royal oak offshore 26290 grand prix platinum,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2010,,sapphire,open,other,44.00 mm,15.70 mm,,blue,aluminium,stick / dot,stick,"yes, 75 units"
audemars piguet,royal oak offshore,26217or.oo.d311cr.01,royal oak offshore 26217 us boutique pink gold,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2014,pink gold,sapphire,open,other,,,,silver,,arabic numerals,stick,"yes, 12 units"
audemars piguet,royal oak offshore,26188.st.oo.d305.cr.01,royal oak offshore 26188 porto cervo,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2008 - 2008,stainless steel,sapphire,closed,other,42.00 mm,,,blue,,arabic numerals,stick,"yes, 75 units"
audemars piguet,royal oak offshore,26187st.oo.d801cr.01,royal oak offshore 26187 montauk highway,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2010 - 2010,stainless steel,sapphire,closed,other,42.00 mm,,,beige,,arabic numerals,stick,"yes, 300 units"
audemars piguet,royal oak offshore,25854bc.o.1150bc.01,royal oak offshore 25854 perpetual calendar white gold / blue,"audemars piguet caliber ap 2226 / 2839hours, minutes, small seconds | date, day, leap year, month, perpetual calendar | chronograph",1997 - 2000,white gold,sapphire,closed,other,42.00 mm,,,blue,,stick / dot,stick,no
audemars piguet,royal oak offshore,26048sk.zz.d002ca.01,royal oak offshore 26048 lady chronograph stainless steel / black,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2010,,sapphire,closed,other,37.00 mm,12.20 mm,,black,,gem-set indexes,stick,no
audemars piguet,royal oak offshore,26406fr.oo.a002ca.01,royal oak offshore 26406 qe ii cup 2016,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2016,,sapphire,open,other,44.00 mm,14.45 mm,,black,,stick / dot,stick,"yes, 200 units"
audemars piguet,royal oak offshore,26416ro.oo.a002ca.01,royal oak offshore 44 pride of germany pink gold,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2019,,sapphire,open,other,44.00 mm,14.13 mm,,black,,stick / dot,stick,"yes, 30 units"
audemars piguet,royal oak offshore,26236or.ss.d027ca.01,royal oak offshore lady chronograph pink gold /  blue / bartorelli,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2019,pink gold,sapphire,closed,other,37.00 mm,12.40 mm,,pink,,stick / dot,stick,"yes, 10 units"
audemars piguet,royal oak offshore,26424bc.zz.d002ca.01,royal oak offshore 43 white gold - baguette / black,"audemars piguet caliber ap 4401hours, minutes | date | chronograph, column wheel, flyback",2021,,sapphire,open,other,43.00 mm,14.40 mm,,black,,stick / dot,stick,no
audemars piguet,royal oak offshore,26425bc.zz.d002ca.01,royal oak offshore 43 white gold - baguette / black,"audemars piguet caliber ap 4401hours, minutes | date | chronograph, column wheel, flyback",2021,,sapphire,open,other,43.00 mm,14.40 mm,,black,,stick / dot,stick,no
audemars piguet,royal oak offshore,15600ti.oo.a343ca.01,royal oak offshore selfwinding music edition titanium / blue,"audemars piguet caliber ap 4309hours, minutes, seconds",2022,titanium,sapphire,open,other,43.00 mm,14.40 mm,,blue,,stick / dot,stick,"yes, 500 units"
audemars piguet,royal oak offshore,77601bc.yy.d343ca.01,royal oak offshore selfwinding music edition white gold - rainbow / aventurine,"audemars piguet caliber ap 5909hours, minutes, seconds",2022,white gold,sapphire,open,other,37.00 mm,12.00 mm,,blue,aventurine,stick / dot,stick,no
audemars piguet,royal oak offshore,26470or.oo.1000or.01,royal oak offshore 26470 pink gold / pink gold / bracelet,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2014,,sapphire,open,other,42.00 mm,14.18 mm,,champagne,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26401po.oo.a018cr.01,royal oak offshore 26401 ceramic / platinum,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2013,,sapphire,open,other,44.00 mm,14.14 mm,,blue,,stick / dot,stick,no
audemars piguet,royal oak offshore,15709tr.oo.a005cr.01,royal oak offshore diver qe ii cup,"audemars piguet caliber ap 3120hours, minutes, seconds | date",2014 - 2014,,sapphire,open,other,42.00 mm,14.10 mm,,grey,,arabic numerals,stick,"yes, 150 units"
audemars piguet,royal oak offshore,26703st.oo.a027ca.01,royal oak offshore diver chronograph blue,"audemars piguet caliber ap 3124 / 3841hours, minutes, small seconds | chronograph",2016,stainless steel,sapphire,closed,other,42.00 mm,14.75 mm,,blue,,stick / dot,stick,"yes, 400 units"
audemars piguet,royal oak offshore,26067or.zz.d002cr.01,royal oak offshore pink gold / diamonds,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2010,pink gold,sapphire,closed,other,42.00 mm,14.00 mm,,paved,,stick / dot,stick,no
audemars piguet,royal oak offshore,26363st.oo.d003cu.01,royal oak offshore 26363 tour auto 2010,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2010 - 2010,stainless steel,sapphire,closed,other,42.00 mm,,,grey,,arabic numerals,stick,"yes, 60 units"
audemars piguet,royal oak offshore,26296ik.gg.d003cu.01,royal oak offshore 26296 gstaad classic 2009,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2009 - 2009,,sapphire,closed,other,42.00 mm,,,grey,,arabic numerals,stick,"yes, 50 units"
audemars piguet,royal oak offshore,26198ti.oo.d101cr.01,royal oak offshore 26198 queens road,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2009,titanium,sapphire,closed,other,42.00 mm,,,black,,arabic numerals,stick,"yes, 100 units"
audemars piguet,royal oak offshore,26194ba.oo.d038cr.01,royal oak offshore 26194 montenapoleone yellow gold,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2009 - 2010,yellow gold,sapphire,closed,other,42.00 mm,,,green,,arabic numerals,stick,"yes, 50 units"
audemars piguet,royal oak offshore,26191.bc.zz.d002.cr.01,royal oak offshore 26191 las vegas strip diamond set,"audemars piguet caliber ap 2226 / 2840hours, minutes, small seconds | date | chronograph",2009,white gold,sapphire,closed,other,42.00 mm,14.70 mm,,black,,arabic numerals,stick,"yes, 60 units"
audemars piguet,royal oak offshore,26176fo.oo.d101cr.03,royal oak offshore 26176 bumblebee,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2012,,sapphire,closed,other,42.00 mm,14.70 mm,,black,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26176fo.oo.d101cr.02,royal oak offshore 26176 bumblebee,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2010 - 2012,,sapphire,,other,42.00 mm,,,,,,stick,no
audemars piguet,royal oak offshore,26078ro.oo.d001cr.01,royal oak offshore 26078 barrichello ii pink gold,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2006,,sapphire,closed,other,42.00 mm,,,skeleton,,stick / dot,stick,"yes, 500 units"
audemars piguet,royal oak offshore,26071ik.oo.d002ca.01,royal oak offshore 26071 rubens barrichello,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2005 - 2005,,sapphire,closed,other,42.00 mm,,,black,,arabic numerals,stick,"yes, 150 units"
audemars piguet,royal oak offshore,26061bc.oo.d028cr.01,royal oak offshore 26061 pride of russia white gold,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2005,white gold,sapphire,closed,other,42.00 mm,,,,,stick / dot,stick,"yes, 50 units"
audemars piguet,royal oak offshore,26030po.oo.d021in.01,royal oak offshore 26030 juan pablo montoya platinum,"audemars piguet caliber ap 2226 / 2840hours, minutes, small seconds | date | chronograph",2004 - 2004,,sapphire,open,other,42.00 mm,,,blue,,stick / dot,stick,"yes, 100 units"
audemars piguet,royal oak offshore,25770st.o.0009xx.04,royal oak offshore 25770 chronograph red,"audemars piguet caliber ap 2226 / 2840hours, minutes, small seconds | date | chronograph",1997,stainless steel,sapphire,closed,other,42.00 mm,,,red,,stick / dot,stick,no
audemars piguet,royal oak offshore,25770st.oo.d009xx.02(aka: 25770st.0.d009xx.02),royal oak offshore 25770 chronograph yellow,"audemars piguet caliber ap 2226 / 2840hours, minutes, small seconds | date | chronograph",1997,stainless steel,sapphire,closed,other,42.00 mm,14.05 mm,,yellow,,stick / dot,stick,no
audemars piguet,royal oak offshore,25721ba.oo.1000ba.01,royal oak offshore 25721 chronograph yellow gold / gold,"audemars piguet caliber ap 2226 / 2840hours, minutes, small seconds | date | chronograph",,yellow gold,sapphire,closed,other,42.00 mm,,,gold,,stick / dot,stick,no
audemars piguet,royal oak offshore,15701st.oo.d002ca.02,royal oak offshore 15701 scuba boutique blue,"audemars piguet caliber ap 2325hours, minutes, seconds | date",2007 - 2007,stainless steel,sapphire,closed,other,42.00 mm,,,black,,arabic numerals,stick,"yes, 300 units"
audemars piguet,royal oak offshore,15701st.oo.d002ca.01,royal oak offshore 15701 scuba boutique orange,"audemars piguet caliber ap 2325hours, minutes, seconds | date",2006 - 2006,stainless steel,sapphire,closed,other,42.00 mm,,,black,,arabic numerals,stick,"yes, 300 units"
audemars piguet,royal oak offshore,67540.ok.zz.d010.ca.01,royal oak offshore 67540 lady quartz pink gold,"audemars piguet caliber ap 2714hours, minutes",2014,,sapphire,closed,other,37.00 mm,11.10 mm,,white,,stick / dot,stick,no
audemars piguet,royal oak offshore,26092ok.zz.d010ca.01,royal oak offshore 26092 lady chronograph pink gold / white,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2008 - 2016,,sapphire,closed,other,37.00 mm,12.20 mm,,silver,,gem-set indexes,stick,no
audemars piguet,royal oak offshore,26048sk.zz.d035ca.01,royal oak offshore 26048 lady chronograph stainless steel / green,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2006,,sapphire,closed,other,37.00 mm,12.20 mm,,green,,stick / dot,stick,no
audemars piguet,royal oak offshore,26470pt.oo.1000pt.02,royal oak offshore 42 platinum / smoked blue / bracelet,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2018,,sapphire,open,other,42.00 mm,14.18 mm,,blue,,arabic numerals,stick,"yes, 25 units"
audemars piguet,royal oak offshore,26470st.oo.a030ca.01,royal oak offshore 42 stainless steel / indigo / rubber,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2018,,sapphire,open,other,42.00 mm,14.60 mm,,blue,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26411po.oo.a002cr.01,royal oak offshore 44 platinum / ceramic / black,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2018,,sapphire,open,other,44.00 mm,14.13 mm,,black,,stick / dot,stick,"yes, 20 units"
audemars piguet,royal oak offshore,26415ce.oo.a002ca.01,royal oak offshore 44 pride of germany ceramic,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2018,,sapphire,open,other,44.00 mm,14.13 mm,,black,,stick / dot,stick,"yes, 300 units"
audemars piguet,royal oak offshore,26412pt.oo.a002cr.01,royal oak offshore 44 platinum / black,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",,,sapphire,open,other,44.00 mm,14.40 mm,,grey,,stick / dot,stick,"yes, 20 units"
audemars piguet,royal oak offshore,26470or.oo.a002cr.01,royal oak offshore 26470 pink gold / pink gold / alligator,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2014,,sapphire,open,other,42.00 mm,14.18 mm,,champagne,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26568om.oo.a004ca.01,royal oak offshore 26568 schumacher pink gold,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2012,,sapphire,open,other,44.00 mm,14.25 mm,,grey,,stick / dot,stick,"yes, 500 units"
audemars piguet,royal oak offshore,26172so.oo.d202cr.01,royal oak offshore 26172 pride of siam,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2013,,sapphire,closed,other,42.00 mm,,,white,,arabic numerals,stick,"yes, 100 units"
audemars piguet,royal oak offshore,26207io.oo.a002ca.01,royal oak offshore 26207 buemi,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2011,,sapphire,open,other,42.00 mm,15.00 mm,,grey,,stick / dot,stick,"yes, 250 units"
audemars piguet,royal oak offshore,26388po.oo.d027ca.01,royal oak offshore tourbillon chronograph platinum,"audemars piguet caliber ap 2933hours, minutes, small seconds | date | chronograph | tourbillon escapement",2014 - 2015,,sapphire,open,other,44.00 mm,14.10 mm,,blue,,arabic numerals,stick,"yes, 50 units"
audemars piguet,royal oak offshore,26209or.oo.d101cr.01,royal oak offshore perpetual calendar pink gold,"audemars piguet caliber ap 2326 / 2839hours, minutes, small seconds | date, day, leap year, month, perpetual calendar | chronograph | moonphase",2013,pink gold,sapphire,closed,other,42.00 mm,15.90 mm,,black,,stick / dot,stick,"yes, 25 units"
audemars piguet,royal oak offshore,26571.or.oo.a002ca.01,royal oak offshore 26571 grande complication pink gold,"audemars piguet caliber ap 2885hours, minutes, small seconds | date, day, month, perpetual calendar | chronograph, column wheel, rattrapante | moonphase | minute repeater",2015,pink gold,sapphire,open,other,44.00 mm,15.70 mm,,skeleton,sapphire,stick / dot,stick,"yes, 3 units"
audemars piguet,royal oak offshore,26570io.gg.a010ca.01,royal oak offshore 26570 grande complication titanium / ceramic,"audemars piguet caliber ap 2885hours, minutes, small seconds | date, day, month, perpetual calendar | chronograph, column wheel, rattrapante | moonphase | minute repeater",2013,,sapphire,open,other,44.00 mm,,,black,,stick / dot,stick,"yes, 3 units"
audemars piguet,royal oak offshore,25863st.oo.a001cu.01,royal oak offshore 25863 t3 prototype,"audemars piguet caliber ap 2226 / 2840hours, minutes, small seconds | date | chronograph",2003 - 2003,stainless steel,sapphire,closed,other,48.00 mm,,,,,,stick,no
audemars piguet,royal oak offshore,26365or.oo.d801cr.01,royal oak offshore 26365 pride of argentina pink gold,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2010,pink gold,sapphire,closed,other,42.00 mm,,,blue,,arabic numerals,stick,"yes, 50 units"
audemars piguet,royal oak offshore,26297co.oo.d002cr.01(aka: 26297is.oo.d101cr.01),royal oak offshore 26297 pride of mexico steel / titanium,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2010 - 2010,,sapphire,closed,other,42.00 mm,14.70 mm,,silver,,,stick,"yes, 200 units"
audemars piguet,royal oak offshore,26280st.oo.d022cu.01,royal oak offshore 26280 the national classic tour 2008,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",,stainless steel,sapphire,closed,other,42.00 mm,,,blue,,arabic numerals,stick,"yes, 20 units"
audemars piguet,royal oak offshore,26219io.oo.d005cr.01,royal oak offshore 26219 doha boutique,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2013,,sapphire,open,other,42.00 mm,,,grey,,arabic numerals,stick,"yes, 100 units"
audemars piguet,royal oak offshore,26202au.oo.d002ca.01,royal oak offshore 26202 jarno trulli,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2010 - 2011,,sapphire,open,other,42.00 mm,,15.65 mm,black,,stick / dot,stick,"yes, 500 units"
audemars piguet,royal oak offshore,26201sn.oo.d101cr.01,royal oak offshore 26201 lava hour glass board members,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2009,stainless steel,sapphire,closed,other,42.00 mm,,,black,,arabic numerals,stick,"yes, 10 units"
audemars piguet,royal oak offshore,26186sn.oo.d101cr.01,royal oak offshore 26186 las vegas strip,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2009,stainless steel,sapphire,closed,other,42.00 mm,,,black,,arabic numerals,stick,"yes, 400 units"
audemars piguet,royal oak offshore,26170st.oo.1000st.09,royal oak offshore 26170 chronograph blue themes,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",,stainless steel,sapphire,closed,other,42.00 mm,14.50 mm,,blue,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26086st.oo.d002cr.01,royal oak offshore 26086 worth avenue,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2006,stainless steel,sapphire,closed,other,42.00 mm,,,black,,arabic numerals,stick,"yes, 100 units"
audemars piguet,royal oak offshore,25854ti.oo.1150ti.01,royal oak offshore 25854 perpetual calendar titanium / silver,"audemars piguet caliber ap 2226 / 2839hours, minutes, small seconds | date, day, leap year, month, perpetual calendar | chronograph",2003 - 2010,titanium,sapphire,closed,other,42.00 mm,,,silver,,stick / dot,stick,no
audemars piguet,royal oak offshore,25808st.o.0009/08,royal oak offshore 25808 full calendar green,"audemars piguet caliber ap 2127 / 2827hours, minutes, small seconds | date, day, month",1996,stainless steel,sapphire,closed,other,38.00 mm,,,green,,stick / dot,stick,no
audemars piguet,royal oak offshore,26113sr.zz.d804cr.01,royal oak offshore 26113 lady chronograph suade,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2008,,sapphire,closed,other,37.00 mm,,,,,arabic numerals,stick,"yes, 100 units"
audemars piguet,royal oak offshore,26092ok.zz.d080ca.01,royal oak offshore 26092 lady chronograph pink gold / brown,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",,,sapphire,closed,other,37.00 mm,12.20 mm,,,,gem-set indexes,stick,no
audemars piguet,royal oak offshore,26092ck.zz.d021ca.01,royal oak offshore 26092 lady chronograph white gold / blue,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",,,sapphire,closed,other,37.00 mm,12.20 mm,,,,gem-set indexes,stick,no
audemars piguet,royal oak offshore,26231st.zz.d002ca.01,royal oak offshore 26231 lady chronograph stainless steel / black / diamond,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2016,stainless steel,sapphire,closed,other,37.00 mm,11.80 mm,,black,,stick / dot,stick,no
audemars piguet,royal oak offshore,15710st.oo.a070ca.01,royal oak offshore diver stainless steel / orange,"audemars piguet caliber ap 3120hours, minutes, seconds | date",2017,stainless steel,sapphire,open,other,42.00 mm,14.10 mm,,orange,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26540st.oo.a027ca.01,royal oak offshore tourbillon chronograph selfwinding stainless steel / blue,"audemars piguet caliber ap 2897hours, minutes, small seconds | date | chronograph | tourbillon escapement",2017,stainless steel,sapphire,open,other,44.00 mm,14.45 mm,,blue,,stick / dot,stick,"yes, 15 units"
audemars piguet,royal oak offshore,26540st.oo.a070ca.01,royal oak offshore tourbillon chronograph selfwinding stainless steel / orange,"audemars piguet caliber ap 2897hours, minutes, small seconds | date | chronograph | tourbillon escapement",2017,stainless steel,sapphire,open,other,44.00 mm,14.45 mm,,orange,,stick / dot,stick,"yes, 3 units"
audemars piguet,royal oak offshore,26571ti.gg.a027ca.01,royal oak offshore 26571 grande complication titanium / blue,"audemars piguet caliber ap 2885hours, minutes, small seconds | date, day, month, perpetual calendar | chronograph, column wheel, rattrapante | moonphase | minute repeater",2017,pink gold,sapphire,open,other,44.00 mm,15.70 mm,,skeleton,sapphire,stick / dot,stick,"yes, 3 units"
audemars piguet,royal oak offshore,26231or.zz.d003ca.01,royal oak offshore 26231 lady chronograph pink gold / silver / diamond,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2018,pink gold,sapphire,closed,other,37.00 mm,12.40 mm,,silver,,stick / dot,stick,"yes, 200 units"
audemars piguet,royal oak offshore,15710st.oo.a052ca.01,royal oak offshore diver stainless steel / khaki,"audemars piguet caliber ap 3120hours, minutes, seconds | date",2018,stainless steel,sapphire,open,other,42.00 mm,14.10 mm,,green,,arabic numerals,stick,no
audemars piguet,royal oak offshore,15710st.oo.a077ca.01,royal oak offshore diver stainless steel / purple,"audemars piguet caliber ap 3120hours, minutes, seconds | date",2018,stainless steel,sapphire,open,other,42.00 mm,14.10 mm,,purple,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26474ti.oo.1000ti.01,royal oak offshore 42 chronograph titanium / grey / bracelet / qe ii cup,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2018,,sapphire,open,other,42.00 mm,14.60 mm,,grey,,,stick,"yes, 200 units"
audemars piguet,royal oak offshore,26401ro.oo.a087ca.01,royal oak offshore 42 pink gold / ceramic / brown / rubber,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2019,,sapphire,open,other,44.00 mm,14.13 mm,,brown,,stick / dot,stick,"yes, 500 units"
audemars piguet,royal oak offshore,26170ti.oo.1000ti.04,royal oak offshore 26170 chronograph titanium / blue,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",,titanium,sapphire,closed,other,42.00 mm,14.50 mm,,blue,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26215bc.zz.a101cr.01,royal oak offshore 26215 t3 white gold / diamond,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2013,white gold,sapphire,closed,other,48.00 mm,13.90 mm,,paved,diamond,arabic numerals,stick,no
audemars piguet,royal oak offshore,26405ce.oo.a056ca.01,royal oak offshore 44 ceramic / green,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2020,,sapphire,open,other,44.00 mm,14.30 mm,,green,,arabic numerals,stick,no
audemars piguet,royal oak offshore,15720st.oo.a027ca.01,royal oak offshore diver stainless steel / blue,"audemars piguet caliber ap 3120hours, minutes, seconds | date",2021,,sapphire,open,other,42.00 mm,14.10 mm,,blue,,stick / dot,stick,no
audemars piguet,royal oak offshore,26470st.oo.a104cr.01,royal oak offshore 26470 stainless steel / grey / alligator,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2014,,sapphire,open,other,42.00 mm,14.18 mm,,grey,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26703st.oo.a070ca.01,royal oak offshore diver chronograph orange,"audemars piguet caliber ap 3124 / 3841hours, minutes, small seconds | chronograph",2016,stainless steel,sapphire,closed,other,42.00 mm,14.75 mm,,orange,,stick / dot,stick,"yes, 375 units"
audemars piguet,royal oak offshore,26540or.oo.a010ca.01,royal oak offshore tourbillon chronograph peripheral red gold / white,"audemars piguet caliber ap 2897hours, minutes, small seconds | date | chronograph | tourbillon escapement",2016,,sapphire,open,other,44.00 mm,14.45 mm,,white,,stick / dot,stick,no
audemars piguet,royal oak offshore,26067ba.zz.d088cr.01,royal oak offshore yellow gold / diamonds,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2010,yellow gold,sapphire,closed,other,42.00 mm,14.00 mm,,paved,,stick / dot,stick,no
audemars piguet,royal oak offshore,26134bc.zz.a101cr.01,royal oak offshore 26134 shaquille o'neal white gold,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2007,white gold,sapphire,closed,other,48.00 mm,,,black,,arabic numerals,stick,"yes, 96 units"
audemars piguet,royal oak offshore,26400ro.oo.a002ca.01,royal oak offshore 26400 chronograph pink gold / ceramic,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2011,,sapphire,open,other,44.00 mm,14.12 mm,,black,,stick / dot,stick,no
audemars piguet,royal oak offshore,26286ro.oo.d002cr.01,royal oak offshore 26286 barrichello iii 257,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2008,,sapphire,closed,other,42.00 mm,,,skeleton,,stick / dot,stick,"yes, 1 unit"
audemars piguet,royal oak offshore,26217bc.oo.d607cr.01,royal oak offshore 26217 us boutique white gold,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2014 - 2013,white gold,sapphire,open,other,,,,silver,,arabic numerals,stick,"yes, 12 units"
audemars piguet,royal oak offshore,26208st.oo.d305cr.01,royal oak offshore 26208 tour auto 2012,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2012 - 2012,stainless steel,sapphire,closed,other,42.00 mm,,,white,,arabic numerals,stick,"yes, 150 units"
audemars piguet,royal oak offshore,26196bc.zz.d101cr.01,royal oak offshore 26196 masato diamond set,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2009,white gold,sapphire,closed,other,42.00 mm,,,red,,arabic numerals,stick,"yes, 20 units"
