brand,family,reference,name,movement,produced,caseMaterial,caseGlass,caseBack,caseShape,caseDiameter,caseHeight,caseLugWidth,dialColor,dialMaterial,dialIndexes,dialHands,limited
casio,g-shock 6900,dw-6900cs-7,dw-6900cs-7,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,blue,,digital,,no
casio,g-shock 6900,dw-6900nb-7(aka: i need a doctor),dw-6900nb-7,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,silver,,digital,,no
casio,g-shock 6900,dw6900mt7er,g-shock dw-6900mt-7er,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,white,,digital,,no
casio,g-shock 6900,dw-6900sc-1,dw-6900sc-1er stars,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,silver,,digital,,no
casio,g-shock 6900,dw-6900sb-9,dw-6900sb-9 mango,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,orange,,digital,,no
casio,g-shock 6900,dw-6900sn-4er,dw-6900sn-4 bubble gum pink,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,black,,digital,,no
casio,g-shock 6900,dw6900pl9er,dw-6900pl-9er polarized yellow,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,blue,,digital,,no
casio,g-shock 6900,gd-x6900ht-2,gd-x6900ht-2 heathered purple,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,57.50 mm,20.40 mm,,purple,,digital,,no
casio,g-shock 6900,dw-6900cb-1,dw-6900cb-1 black gold,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,champagne,,digital,,no
casio,g-shock 6900,dw-6900cb-8,dw-6900cb-8 metallic mirror,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,silver,,digital,,no
casio,g-shock 6900,dw6900cs4er,dw-6900cs-4 pink & silver,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,silver,,digital,,no
casio,g-shock 6900,dw-6900e-1,dw-6900e-1 black & blue,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,blue,,digital,,no
casio,g-shock 6900,dw-6900hm-1,dw-6900hm-1 brushed steel,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,silver,,digital,,no
casio,g-shock 6900,dw-6900sn-3,dw-6900sn-3 matte turquoise,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,turquoise,,digital,,no
casio,g-shock 6900,dw-6900cr-1,dw-6900cr-1 black crocodile,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",2012,resin,mineral,closed,round,53.20 mm,16.30 mm,,black,,digital,,no
casio,g-shock 6900,dw-6900ds-1,dw-6900ds-1 black diamond pattern,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,black,,digital,,no
casio,g-shock 6900,dw-6900mf-1,dw-6900mf-1 black purple,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",2012,resin,mineral,closed,round,53.20 mm,16.30 mm,,purple,,digital,,no
casio,g-shock 6900,dw-6900mf-4,dw-6900mf-4 red metallic,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,red,,digital,,no
casio,g-shock 6900,dw-6900ac-2,"dw-6900ac-2 red, white, blue","casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,white,,digital,,no
casio,g-shock 6900,gd-x6900cm-8,gd-x6900cm-8 grey tiger camo,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,57.50 mm,20.40 mm,,black,,digital,,no
casio,g-shock 6900,dw6900mr1er,dw-6900mr-1,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,grey,,digital,,no
casio,g-shock 6900,dw-6900sc-4,dw-6900sc-4 orange stars,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,blue,,digital,,no
casio,g-shock 6900,dw-6900pl-1,dw-6900pl-1 polarized gold,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,champagne,,digital,,no
casio,g-shock 6900,dw-6900br-5,dw-6900br-5 brown gold,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,champagne,,digital,,no
casio,g-shock 6900,gd-x6900mh-1,gd-x6900mh-1 maharishi lunar,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",2014 - 2014,resin,mineral,closed,round,57.50 mm,20.40 mm,,black,,digital,,no
casio,g-shock 6900,gd-x6900ht-4,gd-x6900ht-4 heathered red,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,57.50 mm,20.40 mm,,red,,digital,,no
casio,g-shock 6900,dw-6900mr-7,dw-6900mr-7 white metallic,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,silver,,digital,,no
casio,g-shock 6900,dw-6900mf-2,dw-6900mf-2 grey metallic,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,blue,,digital,,no
casio,g-shock 6900,dw-6900sg-2,dw-6900sg-2 baby blue,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,white,,digital,,no
casio,g-shock 6900,dw-6900sc-8er,dw-6900sc-8 anthracite stars,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,purple,,digital,,no
casio,g-shock 6900,dw-6900nb-4,dw-6900nb-4 purple,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,black,,digital,,no
casio,g-shock 6900,gd-x6900-7,gd-x6900-7 black & white,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,57.50 mm,20.40 mm,,black,,digital,,no
casio,g-shock 6900,dw-6900gd-9,dw-6900gd-9 dark gold,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,champagne,,digital,,no
casio,g-shock 6900,gd-x6900ht-1,gd-x6900ht-1 heathered black,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,57.50 mm,20.40 mm,,black,,digital,,no
casio,g-shock 6900,gd-x6900pm-1,gd-x6900pm-1 electric,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,57.50 mm,20.40 mm,,black,,digital,,no
casio,g-shock 6900,dw-6900sn-1,dw-6900sn-1 black,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,black,,digital,,no
casio,g-shock 6900,dw-6900sn-7er,dw-6900sn-7 white red,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,white,,digital,,no
casio,g-shock 6900,dw-6900ww-7,dw-6900ww-7 basic white,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,white,,digital,,no
casio,g-shock 6900,dw-6900cr-7,dw-6900cr-7 white crocodile,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",2012,resin,mineral,closed,round,53.20 mm,16.30 mm,,black,,digital,,no
casio,g-shock 6900,gd-x6900cm-5,gd-x6900cm-5 green tiger camo,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,57.50 mm,20.40 mm,,black,,digital,,no
casio,g-shock 6900,gd-x6900gd-9,gd-x6900gd-9 rose gold,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,57.50 mm,,,champagne,,digital,,no
casio,g-shock 6900,gd-x6900ht-7,gd-x6900ht-7 heathered white,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,57.50 mm,20.40 mm,,red,,digital,,no
casio,g-shock 6900,gd-x6900ht-8,gd-x6900ht-8 heathered grey,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,57.50 mm,20.40 mm,,grey,,digital,,no
casio,g-shock 6900,dw-6900nb-1,dw-6900nb-1 black metallic,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,silver,,digital,,no
casio,g-shock 6900,dw-6900sb-2,dw-6900sb-2 blue mirror,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,silver,,digital,,no
casio,g-shock 6900,gd-x6900mnm-1,gd-x6900mnm-1 eminem,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,57.50 mm,,,black,,digital,,no
casio,g-shock 6900,dw-6900pl-4,dw-6900pl-4 polarized pink,"casio caliber 3230perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,53.20 mm,16.30 mm,,purple,,digital,,no
casio,g-shock 6900,gd-x6900-1,gd-x6900-1 black,"casio caliber 3240perpetual calendar | chronograph, countdown | alarm",,resin,mineral,closed,round,57.50 mm,20.40 mm,,black,,digital,,no
